word1,word2,similarity_out_of_7,similarity
cocktail,dinner,4,5.0
grass,skull,1,0.0
diamond,parade,2,1.6666666666666667
frost,summer,2,1.6666666666666667
puddle,rain,5,6.666666666666667
cliff,sand,5,6.666666666666667
bible,cottage,1,0.0
flamingo,stork,6,8.333333333333334
kid,mom,6,8.333333333333334
grape,vine,6,8.333333333333334
face,lip,6,8.333333333333334
food,noodle,5,6.666666666666667
chopper,poppy,1,0.0
music,piano,6,8.333333333333334
canine,pug,6,8.333333333333334
construction,sailing,1,0.0
parking,photographer,1,0.0
cattle,web,1,0.0
cherry,peel,2,1.6666666666666667
miniature,painting,4,5.0
bar,diner,6,8.333333333333334
jump,swimming,3,3.3333333333333335
band,bride,2,1.6666666666666667
leather,shoe,5,6.666666666666667
display,pond,2,1.6666666666666667
card,party,2,1.6666666666666667
fly,sexy,1,0.0
dusk,misty,4,5.0
dragonfly,underwater,1,0.0
auto,round,2,1.6666666666666667
flower,pink,5,6.666666666666667
railway,station,6,8.333333333333334
race,square,1,0.0
haircut,smile,3,3.3333333333333335
live,old,4,5.0
meat,soup,5,6.666666666666667
bloom,daisy,6,8.333333333333334
black,violet,5,6.666666666666667
rain,storm,5,6.666666666666667
railroad,underground,4,5.0
cold,misty,5,6.666666666666667
curl,whisker,3,3.3333333333333335
cat,locomotive,1,0.0
ipod,rope,1,0.0
quote,santa,1,0.0
downtown,ruin,2,1.6666666666666667
rain,weather,5,6.666666666666667
match,round,5,6.666666666666667
foot,friend,1,0.0
fungus,wedding,1,0.0
meat,moon,1,0.0
hawk,reptile,5,6.666666666666667
blue,color,6,8.333333333333334
city,square,3,3.3333333333333335
scenery,sunset,4,5.0
face,stop,1,0.0
bloom,rose,6,8.333333333333334
chess,sleep,1,0.0
decoration,tulip,3,3.3333333333333335
spiral,staircase,5,6.666666666666667
puddle,red,2,1.6666666666666667
foliage,yellow,4,5.0
photo,photography,6,8.333333333333334
cactus,fall,2,1.6666666666666667
painting,portrait,6,8.333333333333334
art,work,5,6.666666666666667
fountain,parade,1,0.0
drive,ear,1,0.0
parade,store,1,0.0
beach,pebble,5,6.666666666666667
feel,stair,1,0.0
blossom,daffodil,5,6.666666666666667
beef,salad,4,5.0
nature,new,1,0.0
gull,stork,6,8.333333333333334
interior,wall,5,6.666666666666667
feather,peacock,6,8.333333333333334
porch,pug,2,1.6666666666666667
circle,wig,1,0.0
pumpkin,road,1,0.0
hang,happy,1,0.0
fungus,insect,2,1.6666666666666667
cigarette,hotel,2,1.6666666666666667
match,moss,1,0.0
black,pencil,5,6.666666666666667
beach,sand,6,8.333333333333334
coast,shore,6,8.333333333333334
child,family,6,8.333333333333334
mammal,nest,3,3.3333333333333335
cold,sunshine,3,3.3333333333333335
cat,lick,3,3.3333333333333335
day,hold,1,0.0
dinner,restaurant,5,6.666666666666667
foliage,purple,4,5.0
glitter,sunshine,3,3.3333333333333335
blue,pink,6,8.333333333333334
colour,rainbow,6,8.333333333333334
mountain,sea,6,8.333333333333334
bathroom,bedroom,6,8.333333333333334
roof,stair,5,6.666666666666667
beef,lamb,6,8.333333333333334
rail,station,6,8.333333333333334
skirt,white,4,5.0
collage,exhibition,5,6.666666666666667
pole,weather,4,5.0
arch,brick,5,6.666666666666667
ruin,skyline,4,5.0
hummingbird,mallard,5,6.666666666666667
splash,water,6,8.333333333333334
autumn,bud,3,3.3333333333333335
door,patio,4,5.0
dinner,morning,2,1.6666666666666667
nest,reptile,4,5.0
cafe,street,5,6.666666666666667
fly,toy,2,1.6666666666666667
cat,kitty,7,10.0
fabric,wool,6,8.333333333333334
cathedral,church,6,8.333333333333334
autumn,spring,6,8.333333333333334
fall,love,1,0.0
glitter,sky,3,3.3333333333333335
cone,palm,3,3.3333333333333335
couple,male,4,5.0
exhibition,work,4,5.0
dark,violet,3,3.3333333333333335
ball,square,2,1.6666666666666667
iris,necklace,2,1.6666666666666667
interior,toy,1,0.0
furniture,patio,2,1.6666666666666667
nut,waterfall,1,0.0
decoration,wood,3,3.3333333333333335
pin,wing,1,0.0
bacon,view,1,0.0
blossom,cherry,6,8.333333333333334
relax,sunshine,3,3.3333333333333335
bakery,bread,6,8.333333333333334
architecture,building,6,8.333333333333334
guy,gymnastics,2,1.6666666666666667
bloom,pink,4,5.0
friend,smile,3,3.3333333333333335
flood,line,1,0.0
building,demolition,5,6.666666666666667
airplane,guitar,1,0.0
burn,ripple,1,0.0
fun,morning,2,1.6666666666666667
bar,pub,6,8.333333333333334
shadow,sunlight,5,6.666666666666667
baseball,club,5,6.666666666666667
dog,sailing,1,0.0
sunshine,wet,2,1.6666666666666667
drip,wash,4,5.0
pond,water,6,8.333333333333334
floor,roof,6,8.333333333333334
gun,stair,1,0.0
hair,wig,6,8.333333333333334
gate,pebble,2,1.6666666666666667
small,valley,1,0.0
guitar,track,3,3.3333333333333335
owl,rocket,1,0.0
patio,sit,3,3.3333333333333335
bike,rally,3,3.3333333333333335
day,night,6,8.333333333333334
frozen,soup,4,5.0
show,sketch,2,1.6666666666666667
boy,girl,6,8.333333333333334
autumn,winter,6,8.333333333333334
machine,pond,1,0.0
interior,patio,3,3.3333333333333335
black,paw,3,3.3333333333333335
hotel,house,5,6.666666666666667
bedroom,stair,4,5.0
city,old,4,5.0
dude,happy,3,3.3333333333333335
school,traffic,2,1.6666666666666667
color,yellow,6,8.333333333333334
object,piano,3,3.3333333333333335
hummingbird,tropical,3,3.3333333333333335
makeup,race,1,0.0
step,wind,1,0.0
breakfast,dinner,6,8.333333333333334
canyon,valley,6,8.333333333333334
bacon,sweet,3,3.3333333333333335
bench,mask,1,0.0
night,sunset,5,6.666666666666667
people,stair,1,0.0
daffodil,spring,4,5.0
plant,skate,1,0.0
canal,silhouette,1,0.0
canal,coffee,1,0.0
summer,sunny,5,6.666666666666667
rice,yellow,2,1.6666666666666667
can,sketch,1,0.0
race,racing,7,10.0
alley,street,6,8.333333333333334
goose,locomotive,1,0.0
sunny,wet,4,5.0
bird,mammal,5,6.666666666666667
dawn,sunrise,7,10.0
ink,organ,1,0.0
coast,valley,5,6.666666666666667
hang,morning,1,0.0
reptile,rodent,5,6.666666666666667
object,scooter,3,3.3333333333333335
bracelet,jewelry,6,8.333333333333334
feather,wing,5,6.666666666666667
coin,gold,5,6.666666666666667
escalator,subway,4,5.0
fire,sand,2,1.6666666666666667
potato,sweet,4,5.0
motor,vehicle,5,6.666666666666667
blossom,petal,5,6.666666666666667
apartment,kitchen,5,6.666666666666667
cafe,frog,1,0.0
feather,gull,5,6.666666666666667
movie,shopping,2,1.6666666666666667
painting,sculpture,6,8.333333333333334
canyon,pizza,1,0.0
lake,shore,5,6.666666666666667
marble,postcard,1,0.0
dead,face,1,0.0
strawberry,tomato,4,5.0
flight,museum,1,0.0
frozen,pebble,1,0.0
festival,musician,4,5.0
pool,rust,1,0.0
design,graphic,4,5.0
hummingbird,insect,4,5.0
crochet,knit,6,8.333333333333334
feel,haircut,1,0.0
hang,leave,1,0.0
kiss,stop,1,0.0
hat,outfit,5,6.666666666666667
flame,word,1,0.0
salad,sandwich,6,8.333333333333334
bead,chess,3,3.3333333333333335
bear,live,2,1.6666666666666667
escalator,stair,6,8.333333333333334
chocolate,squirrel,1,0.0
craft,game,2,1.6666666666666667
bright,colour,5,6.666666666666667
berry,twig,4,5.0
cloud,sunshine,5,6.666666666666667
girl,morning,1,0.0
orchid,patio,2,1.6666666666666667
punk,toe,1,0.0
paw,pet,4,5.0
sunny,sunset,4,5.0
chipmunk,illustration,1,0.0
cliff,fence,3,3.3333333333333335
lunch,walk,1,0.0
boat,fishing,5,6.666666666666667
flamingo,hummingbird,5,6.666666666666667
breakfast,sit,3,3.3333333333333335
jacket,shirt,6,8.333333333333334
apple,relax,1,0.0
grave,santa,1,0.0
goose,wolf,4,5.0
roof,tile,6,8.333333333333334
sunny,weather,5,6.666666666666667
ceiling,stair,4,5.0
body,miniature,3,3.3333333333333335
fish,fishing,6,8.333333333333334
interior,tall,3,3.3333333333333335
mural,painting,6,8.333333333333334
chess,cigarette,2,1.6666666666666667
animal,hand,4,5.0
ruin,village,4,5.0
cute,dirty,2,1.6666666666666667
guitar,play,6,8.333333333333334
aircraft,flight,6,8.333333333333334
club,cone,1,0.0
guy,stop,1,0.0
pink,skirt,4,5.0
bacon,eat,5,6.666666666666667
lunch,sunny,3,3.3333333333333335
ruin,town,4,5.0
ivy,wall,5,6.666666666666667
grave,gravestone,6,8.333333333333334
cold,summer,4,5.0
lunch,restaurant,6,8.333333333333334
automobile,parking,6,8.333333333333334
downtown,subway,5,6.666666666666667
cocktail,garage,1,0.0
book,ceramic,1,0.0
chipmunk,squirrel,6,8.333333333333334
skin,sunglasses,3,3.3333333333333335
parade,salad,1,0.0
neon,tank,1,0.0
map,travel,5,6.666666666666667
feel,tear,3,3.3333333333333335
dinner,sleep,2,1.6666666666666667
colorful,wood,3,3.3333333333333335
key,stone,1,0.0
mammal,rodent,5,6.666666666666667
mother,pregnant,6,8.333333333333334
mushroom,pepper,5,6.666666666666667
lab,rusty,1,0.0
light,sleep,3,3.3333333333333335
bed,patio,3,3.3333333333333335
green,pink,5,6.666666666666667
moon,sun,6,8.333333333333334
dirty,dude,2,1.6666666666666667
park,skate,3,3.3333333333333335
salad,sweet,3,3.3333333333333335
autumn,sunny,4,5.0
patio,room,4,5.0
band,play,5,6.666666666666667
cemetery,gravestone,6,8.333333333333334
bear,construction,1,0.0
cat,feline,6,8.333333333333334
lantern,light,5,6.666666666666667
hot,weather,5,6.666666666666667
racing,shirt,2,1.6666666666666667
cute,twig,2,1.6666666666666667
outdoor,swimming,3,3.3333333333333335
blonde,curl,4,5.0
dog,puppy,6,8.333333333333334
amphibian,berry,1,0.0
scenery,trail,3,3.3333333333333335
mushroom,tomato,5,6.666666666666667
step,swimsuit,1,0.0
butterfly,stadium,1,0.0
cafe,relax,4,5.0
portrait,underground,2,1.6666666666666667
frog,whale,3,3.3333333333333335
child,school,5,6.666666666666667
cattle,sheep,4,5.0
downtown,lock,1,0.0
fashion,handwriting,1,0.0
dark,rusty,3,3.3333333333333335
dirty,eagle,1,0.0
stop,time,3,3.3333333333333335
gravestone,memorial,6,8.333333333333334
petal,shade,3,3.3333333333333335
band,concert,5,6.666666666666667
family,square,1,0.0
art,beer,1,0.0
floor,patio,4,5.0
truck,vehicle,6,8.333333333333334
floor,staircase,4,5.0
game,play,6,8.333333333333334
bloom,friend,1,0.0
animal,zoo,6,8.333333333333334
burger,cooking,4,5.0
cigarette,smoke,6,8.333333333333334
bird,shade,2,1.6666666666666667
guy,sexy,3,3.3333333333333335
frost,lily,1,0.0
scenery,shore,5,6.666666666666667
panda,pig,5,6.666666666666667
hill,river,5,6.666666666666667
school,tear,2,1.6666666666666667
music,track,5,6.666666666666667
blue,fabric,5,6.666666666666667
concrete,construction,5,6.666666666666667
goat,sheep,6,8.333333333333334
gun,picture,1,0.0
berry,purple,2,1.6666666666666667
lily,petal,4,5.0
cute,dude,3,3.3333333333333335
chain,store,5,6.666666666666667
bear,daughter,1,0.0
feather,insect,2,1.6666666666666667
ice,skating,5,6.666666666666667
bed,pillow,5,6.666666666666667
feline,nut,1,0.0
pet,terrier,4,5.0
stone,wall,5,6.666666666666667
kitchen,staircase,3,3.3333333333333335
potato,skating,1,0.0
bay,cliff,4,5.0
dessert,sweet,6,8.333333333333334
feline,kitten,5,6.666666666666667
club,river,1,0.0
bread,ocean,1,0.0
cross,mug,1,0.0
jacket,skirt,6,8.333333333333334
mammal,pelican,4,5.0
blossom,fruit,4,5.0
lion,square,1,0.0
cow,pregnancy,2,1.6666666666666667
pumpkin,valley,1,0.0
bloom,bud,5,6.666666666666667
cow,milk,6,8.333333333333334
colour,red,6,8.333333333333334
furniture,pizza,1,0.0
escalator,railway,2,1.6666666666666667
red,shade,5,6.666666666666667
clothes,jean,6,8.333333333333334
patio,swan,1,0.0
ripple,wave,5,6.666666666666667
bay,sea,6,8.333333333333334
building,downtown,4,5.0
mist,sky,4,5.0
boxer,stair,1,0.0
egg,lego,1,0.0
bacon,chicken,5,6.666666666666667
footprint,holiday,1,0.0
cigarette,live,1,0.0
cactus,plant,5,6.666666666666667
ford,river,5,6.666666666666667
bible,leaf,1,0.0
lady,stop,1,0.0
wet,winter,3,3.3333333333333335
boat,harbour,5,6.666666666666667
hat,peel,1,0.0
eat,fruit,6,8.333333333333334
play,rail,1,0.0
bear,play,1,0.0
kitchen,wedding,2,1.6666666666666667
concrete,school,2,1.6666666666666667
restaurant,room,3,3.3333333333333335
dinner,relax,4,5.0
stripe,white,5,6.666666666666667
gate,hotel,3,3.3333333333333335
lamb,sheep,6,8.333333333333334
bright,violet,3,3.3333333333333335
motorcycle,scooter,6,8.333333333333334
auto,quote,2,1.6666666666666667
foliage,frost,2,1.6666666666666667
bread,salad,5,6.666666666666667
hang,stop,4,5.0
feline,whisker,5,6.666666666666667
mill,wild,1,0.0
bay,shore,5,6.666666666666667
flight,owl,4,5.0
ceramic,colour,4,5.0
feather,wild,3,3.3333333333333335
bird,wild,5,6.666666666666667
pebble,sand,6,8.333333333333334
sit,smile,1,0.0
candy,chocolate,5,6.666666666666667
dragon,furniture,1,0.0
chicken,salad,5,6.666666666666667
bar,ship,2,1.6666666666666667
breakfast,room,3,3.3333333333333335
curve,outdoor,2,1.6666666666666667
game,goat,4,5.0
display,scratch,1,0.0
leave,rusty,1,0.0
grey,purple,5,6.666666666666667
building,floor,5,6.666666666666667
canine,lick,5,6.666666666666667
heart,wing,3,3.3333333333333335
gold,idea,1,0.0
blonde,rock,1,0.0
line,street,3,3.3333333333333335
river,stream,6,8.333333333333334
evening,misty,4,5.0
evening,morning,6,8.333333333333334
airplane,plane,6,8.333333333333334
monkey,restaurant,1,0.0
coffee,tea,6,8.333333333333334
dirty,hand,3,3.3333333333333335
cute,guy,3,3.3333333333333335
air,fruit,1,0.0
haircut,sexy,3,3.3333333333333335
scenery,sunshine,3,3.3333333333333335
dawn,drug,1,0.0
daisy,foliage,4,5.0
pepper,potato,5,6.666666666666667
parade,table,1,0.0
shade,white,5,6.666666666666667
city,town,7,10.0
hamster,lock,1,0.0
feather,flamingo,5,6.666666666666667
chapel,whisker,1,0.0
dragon,metal,1,0.0
bright,red,4,5.0
child,kid,7,10.0
brown,insect,3,3.3333333333333335
rice,soup,5,6.666666666666667
ceiling,staircase,4,5.0
garden,smoke,1,0.0
apple,orange,5,6.666666666666667
musician,rock,5,6.666666666666667
blossom,daisy,5,6.666666666666667
blue,skirt,5,6.666666666666667
sky,sunrise,5,6.666666666666667
grass,stop,1,0.0
curl,leaf,1,0.0
clothes,transformer,1,0.0
kitchen,stair,4,5.0
male,old,3,3.3333333333333335
dress,skirt,5,6.666666666666667
bucket,curve,1,0.0
drop,hang,4,5.0
sign,stocking,1,0.0
crochet,stitch,6,8.333333333333334
bride,wedding,6,8.333333333333334
bread,potato,5,6.666666666666667
dome,interior,4,5.0
palm,tree,6,8.333333333333334
black,pigeon,4,5.0
ceiling,roof,6,8.333333333333334
harbour,shore,5,6.666666666666667
restaurant,scenery,2,1.6666666666666667
architecture,yellow,2,1.6666666666666667
friend,fun,3,3.3333333333333335
cop,ruin,1,0.0
dark,pink,4,5.0
sky,sunlight,5,6.666666666666667
autumn,frost,5,6.666666666666667
ink,pencil,6,8.333333333333334
frog,tropical,4,5.0
curve,dance,2,1.6666666666666667
gymnastics,sport,5,6.666666666666667
jacket,stream,1,0.0
lily,tulip,5,6.666666666666667
goat,pebble,1,0.0
blue,orange,5,6.666666666666667
snow,snowman,6,8.333333333333334
baby,mother,6,8.333333333333334
birthday,happy,3,3.3333333333333335
apartment,child,2,1.6666666666666667
bathroom,floor,4,5.0
demolition,skyscraper,4,5.0
shore,town,4,5.0
black,grey,6,8.333333333333334
female,live,3,3.3333333333333335
creature,grey,2,1.6666666666666667
dragonfly,wine,1,0.0
daffodil,foliage,3,3.3333333333333335
nude,painting,4,5.0
beard,flamingo,1,0.0
green,lantern,1,0.0
morning,sky,2,1.6666666666666667
cathedral,step,3,3.3333333333333335
hill,road,3,3.3333333333333335
pepper,tomato,5,6.666666666666667
misty,sky,5,6.666666666666667
insect,mammal,5,6.666666666666667
cemetery,memorial,5,6.666666666666667
pink,purple,6,8.333333333333334
blue,dark,5,6.666666666666667
travel,wood,3,3.3333333333333335
beard,sport,1,0.0
abandon,button,1,0.0
green,grey,5,6.666666666666667
bud,daffodil,6,8.333333333333334
abandon,railroad,2,1.6666666666666667
ceiling,door,4,5.0
frost,weather,5,6.666666666666667
family,old,4,5.0
amphibian,wild,4,5.0
feel,fun,3,3.3333333333333335
track,vinyl,5,6.666666666666667
door,porch,4,5.0
dinner,sit,3,3.3333333333333335
blossom,tree,4,5.0
holiday,travel,5,6.666666666666667
cop,music,1,0.0
branch,feline,1,0.0
ruin,shore,3,3.3333333333333335
jaguar,pier,1,0.0
forest,frog,3,3.3333333333333335
soup,sweet,3,3.3333333333333335
rodent,smile,1,0.0
blonde,wig,6,8.333333333333334
home,smoking,1,0.0
daughter,son,6,8.333333333333334
mammal,wild,4,5.0
grave,memorial,5,6.666666666666667
orange,peel,6,8.333333333333334
lily,pig,2,1.6666666666666667
night,sleep,5,6.666666666666667
dusk,morning,4,5.0
muscle,tulip,1,0.0
marble,stone,6,8.333333333333334
bedroom,cottage,5,6.666666666666667
desk,sit,4,5.0
metro,rail,5,6.666666666666667
couple,makeup,1,0.0
sunny,sunshine,6,8.333333333333334
brick,skyline,1,0.0
cloud,ripple,2,1.6666666666666667
dark,flamingo,1,0.0
bathroom,bed,3,3.3333333333333335
face,hang,1,0.0
office,sun,1,0.0
oak,rose,3,3.3333333333333335
party,sailing,1,0.0
bed,stair,3,3.3333333333333335
dirty,feel,1,0.0
plant,twig,5,6.666666666666667
figure,spiral,5,6.666666666666667
circle,sport,2,1.6666666666666667
arm,white,2,1.6666666666666667
crab,grave,1,0.0
gull,hummingbird,4,5.0
grey,red,5,6.666666666666667
bright,glitter,4,5.0
lip,tongue,5,6.666666666666667
glitter,misty,3,3.3333333333333335
creature,reading,1,0.0
surf,surfer,6,8.333333333333334
pug,terrier,6,8.333333333333334
morning,sleep,3,3.3333333333333335
kitten,kitty,7,10.0
sidewalk,street,6,8.333333333333334
patio,stair,4,5.0
downtown,skyline,5,6.666666666666667
pattern,time,3,3.3333333333333335
musician,punk,4,5.0
club,sign,1,0.0
guitar,sing,4,5.0
line,subway,5,6.666666666666667
shade,yellow,5,6.666666666666667
rain,sunny,4,5.0
lamb,lantern,1,0.0
beard,kitty,1,0.0
glitter,vintage,1,0.0
aquarium,fish,6,8.333333333333334
apartment,pool,4,5.0
cold,silver,1,0.0
miniature,paint,5,6.666666666666667
breakfast,floor,2,1.6666666666666667
airplane,fly,6,8.333333333333334
sunrise,sunset,6,8.333333333333334
blue,happy,2,1.6666666666666667
giraffe,lion,5,6.666666666666667
shore,water,5,6.666666666666667
abstract,rose,1,0.0
feather,grey,3,3.3333333333333335
cute,friend,2,1.6666666666666667
rope,shore,1,0.0
line,railway,5,6.666666666666667
friend,sexy,3,3.3333333333333335
lego,weather,1,0.0
green,phone,1,0.0
cop,dirty,1,0.0
jean,outfit,5,6.666666666666667
frost,plant,3,3.3333333333333335
feel,happy,4,5.0
harbour,ship,6,8.333333333333334
goose,mallard,6,8.333333333333334
book,write,6,8.333333333333334
carrot,pepper,5,6.666666666666667
palm,traffic,1,0.0
apple,dessert,1,0.0
coffee,mug,5,6.666666666666667
boy,school,5,6.666666666666667
landscape,umbrella,1,0.0
orange,yellow,6,8.333333333333334
marble,sunglasses,1,0.0
noodle,soup,5,6.666666666666667
handle,lighting,1,0.0
eat,strawberry,5,6.666666666666667
happy,post,1,0.0
concrete,floor,3,3.3333333333333335
petal,purple,4,5.0
fishing,sailing,5,6.666666666666667
fog,misty,6,8.333333333333334
downtown,shopping,4,5.0
orange,wet,1,0.0
bloom,twig,4,5.0
frost,grass,3,3.3333333333333335
dew,misty,5,6.666666666666667
berry,bright,1,0.0
harbor,port,6,8.333333333333334
flood,water,6,8.333333333333334
child,ford,1,0.0
pool,relax,4,5.0
burn,flame,6,8.333333333333334
bird,mallard,6,8.333333333333334
interior,tower,3,3.3333333333333335
dark,stripe,4,5.0
bike,hummingbird,1,0.0
badge,metro,2,1.6666666666666667
colour,dark,5,6.666666666666667
mountain,scenery,5,6.666666666666667
postcard,texture,1,0.0
cold,sunny,3,3.3333333333333335
skin,television,1,0.0
valley,waterfall,3,3.3333333333333335
restaurant,sushi,4,5.0
feline,pumpkin,1,0.0
collection,jellyfish,1,0.0
orange,white,5,6.666666666666667
dog,silver,1,0.0
bar,cafe,6,8.333333333333334
dandelion,seed,5,6.666666666666667
weather,wet,4,5.0
city,urban,6,8.333333333333334
dress,match,1,0.0
fungus,pattern,1,0.0
autumn,foliage,4,5.0
castle,ruin,5,6.666666666666667
arch,porch,3,3.3333333333333335
costume,dress,6,8.333333333333334
apple,blossom,4,5.0
band,uniform,1,0.0
man,stand,3,3.3333333333333335
butterfly,transformer,1,0.0
chocolate,jellyfish,1,0.0
gun,jaguar,1,0.0
interior,porch,2,1.6666666666666667
feel,hang,1,0.0
airplane,market,1,0.0
lizard,snake,5,6.666666666666667
camera,lens,6,8.333333333333334
crystal,spiral,2,1.6666666666666667
sun,sunlight,6,8.333333333333334
grave,graveyard,6,8.333333333333334
machine,sketch,1,0.0
jump,leg,5,6.666666666666667
graveyard,pug,1,0.0
bride,photographer,3,3.3333333333333335
iron,splash,1,0.0
happy,kid,3,3.3333333333333335
asphalt,crane,1,0.0
ship,sink,5,6.666666666666667
paper,railway,1,0.0
railway,subway,6,8.333333333333334
snow,winter,5,6.666666666666667
bottle,wine,6,8.333333333333334
pink,red,6,8.333333333333334
patio,staircase,4,5.0
book,smoking,1,0.0
movie,television,4,5.0
sun,sunny,6,8.333333333333334
clothes,hat,6,8.333333333333334
apartment,valley,3,3.3333333333333335
day,sunny,3,3.3333333333333335
square,town,2,1.6666666666666667
chicken,pepper,4,5.0
automobile,racing,5,6.666666666666667
monkey,pumpkin,1,0.0
graveyard,porch,2,1.6666666666666667
roof,staircase,3,3.3333333333333335
cold,hot,5,6.666666666666667
oak,wood,6,8.333333333333334
dessert,sandwich,5,6.666666666666667
concert,jazz,5,6.666666666666667
donut,panda,1,0.0
cooking,soup,5,6.666666666666667
glitter,star,5,6.666666666666667
boxer,pyramid,1,0.0
baseball,hockey,5,6.666666666666667
dragon,drop,1,0.0
architecture,shade,2,1.6666666666666667
ripple,shadow,2,1.6666666666666667
hummingbird,stork,5,6.666666666666667
foliage,garden,5,6.666666666666667
shade,sun,5,6.666666666666667
man,woman,6,8.333333333333334
happy,toe,1,0.0
orange,shade,4,5.0
line,metro,5,6.666666666666667
